iter,err_x,err_y,err_z
0,0.008053186207284584,0.000985432733911785,-0.03116791967156129
1,0.007932392984006444,0.0011209642602258093,-0.031239676486932932
2,0.00781341245917621,0.0012544514298110385,-0.03131037172136978
3,0.0076962173776181884,0.0013859252592468305,-0.03138002092635181
4,0.0075807808967633256,0.001515416291624017,-0.031448639432652
5,0.007467076580257972,0.0016429546036518135,-0.03151624235303709
6,0.007355078391679136,0.001768569812674809,-0.03158284458496816
7,0.007244760688354444,0.0018922910836002484,-0.03164846081329808
8,0.007136098215284252,0.0020141471357356974,-0.03171310551296276
9,0.007029066099164119,0.002134166249537307,-0.03177679295166384
10,0.00692363984250553,0.0022523762732688845,-0.03183953719254024
11,0.006819795317852892,0.002368804629571986,-0.031901352096826735
12,0.00671750876209489,0.002483478321947267,-0.03196225132649741
13,0.006616756770868563,0.002596423941147449,-0.03202224834689267
14,0.006517516293053978,0.0027076676714821776,-0.03208135642932802
15,0.006419764625358055,0.0028172352970352358,-0.03213958865368336
16,0.006323479406985771,0.0029251522077944603,-0.03219695791097184
17,0.006228638614397097,0.003031443405694943,-0.032253476905886924
18,0.006135220556147921,0.003136133510575942,-0.032309158159327035
19,0.0060432038678138586,0.003239246766052145,-0.03236401401089678
20,0.005952567506994771,0.0033408070452998714,-0.03241805662138429
21,0.005863290748399198,0.003440837856758841,-0.03247129797521387
22,0.005775353179006676,0.0035393623497502317,-0.03252374988287362
23,0.005688734693307024,0.0036364033200117552,-0.03257542398331751
24,0.00560341548861486,0.003731983215150442,-0.03262633174634164
25,0.005519376060458279,0.003826124140014056,-0.03267648447493434
26,0.005436597198040161,0.0039188478619817954,-0.03272589330759979
27,0.005355059979771039,0.0040101758161752285,-0.03277456922065528
28,0.005274745768872125,0.004100129110590352,-0.032822523030501656
29,0.005195636209047338,0.004188728531151481,-0.03286976539586697
30,0.005117713220223277,0.004275994546688156,-0.03291630682002347
31,0.005040958994355534,0.004361947313835705,-0.03296215765297763
32,0.0049653559913008585,0.004446606681860601,-0.03300732809363342
33,0.004890886934753518,0.004529992197411378,-0.03305182819192886
34,0.004817534808244943,0.0046121231091963005,-0.033095667850945844
35,0.004745282851205734,0.004693018372588437,-0.03313885682899341
36,0.004674114555088731,0.00477269665415941,-0.03318140474166457
37,0.004604013659552264,0.0048511763361425465,-0.03322332106386674
38,0.00453496414870264,0.004928475520826592,-0.03326461513182607
39,0.0044669502473947045,0.005004612034880813,-0.033305296145065756
40,0.004399956417589622,0.0050796034336125185,-0.033345373168358505
41,0.004333967354769021,0.005153467005158089,-0.03338485513365336
42,0.004268967984404329,0.005226219774608172,-0.03342375084197711
43,0.004204943458480649,0.005297878508068409,-0.033462068965310524
44,0.004141879152074095,0.0053684597166563175,-0.03349981804843947
45,0.004079760659981895,0.005437979660435478,-0.033537006510781404
46,0.004018573793404152,0.005506454352287869,-0.03357364264818717
47,0.003958304576676709,0.0055738995617253696,-0.03360973463471863
48,0.0038989392440541143,0.005640330818641321,-0.03364529052440214
49,0.003840464236541884,0.005705763417003045,-0.03368031825295822
50,0.0037828661987773207,0.0057702124184862745,-0.03371482563950769
51,0.003726131975958114,0.0058336926560524464,-0.03374882038825447
52,0.0036702486108179575,0.005896218737469581,-0.03378231009014532
53,0.0036152033406482934,0.005957805048777892,-0.03381530222450672
54,0.0035609835943657027,0.006018465757700735,-0.03384780416065929
55,0.003507576989624015,0.006078214817001949,-0.033879823159509805
56,0.003454971329970404,0.006137065967790384,-0.03391136637512131
57,0.0034031546020450516,0.006195032742772414,-0.033942440856261254
58,0.0033521149728232705,0.006252128469453349,-0.0339730535479283
59,0.0033018407868997705,0.006308366273288436,-0.03400321129285777
60,0.0032523205638142743,0.00636375908078448,-0.03403292083300605
61,0.003203542995417761,0.006418319622552595,-0.034062188811014284
62,0.0031554969432787705,0.006472060436313121,-0.03409102177165161
63,0.0031081714361291947,0.006524993869853332,-0.03411942616323807
64,0.003061555667348813,0.006577132083938725,-0.03414740833904752
65,0.0030156389924880962,0.006628487055178691,-0.03417497455869092
66,0.0029704109268284735,0.006679070578847273,-0.034202130989479954
67,0.002925861142979806,0.006728894271659672,-0.03422888370777156
68,0.0028819794685141856,0.00677796957450537,-0.03425523870029336
69,0.0028387558836355693,0.006826307755138396,-0.0342812018654504
70,0.0027961805188848367,0.006873919910825575,-0.034306779014613306
71,0.002754243652879531,0.006920816970953351,-0.034331975873388224
72,0.0027129357100878957,0.0069670096995939025,-0.034356798082868754
73,0.0026722472586364573,0.007012508698031164,-0.03438125120086997
74,0.002632169008151047,0.007057324407247449,-0.034405340703145
75,0.0025926918076301887,0.007101467110371296,-0.034429071984584204
76,0.002553806643350853,0.007144946935087157,-0.03445245036039729
77,0.0025155046368057756,0.007187773856007539,-0.03447548106727852
78,0.0024777770426719923,0.007229957697008207,-0.03449816926455525
79,0.0024406152468100383,0.007271508133527107,-0.034520520035320156
80,0.002404010764293367,0.007312434694827484,-0.03454253838754709
81,0.002367955237467565,0.007352746766225845,-0.03456422925519113
82,0.0023324404340388173,0.0073924535912853395,-0.034585597499272654
83,0.0022974582451912363,0.007431564273975066,-0.03460664790894606
84,0.0022630006837326072,0.0074700877807958995,-0.034627385202552985
85,0.002229059882268131,0.007508032942873358,-0.034647814028660504
86,0.0021956280914016456,0.007545408458018016,-0.03466793896708426
87,0.0021626976779639978,0.0075822228927540395,-0.03468776452989706
88,0.002130261123268173,0.0076184846843163085,-0.03470729516242275
89,0.0020983110213906343,0.007654202142616653,-0.034726535244215866
90,0.0020668400774786397,0.007689383452179644,-0.0347454890900272
91,0.002035841106082999,0.007724036674048566,-0.034764160950755296
92,0.002005307029515985,0.00775816974766185,-0.03478255501438434
93,0.0019752308762339614,0.007791790492700606,-0.03480067540690843
94,0.0019456057792443422,0.007824906610907628,-0.0348185261932425
95,0.0019164249745366297,0.007857525687878354,-0.03483611137812006
96,0.0018876817995368948,0.0078896551948242,-0.03485343490697795
97,0.001859369691585678,0.007921302490308802,-0.0348705006668283
98,0.0018314821864387513,0.007952474821957427,-0.034887312487117794
99,0.0018040129167903709,0.00798317932814012,-0.03490387414057457
100,0.0017769556108188445,0.008013423039629007,-0.034920189344042736
101,0.00175030409075389,0.008043212881230033,-0.03493626175930485
102,0.0017240522714655983,0.008072555673389659,-0.034952094993892444
103,0.0016981941590746257,0.008101458133776914,-0.03496769260188475
104,0.0016727238495831281,0.008129926878841098,-0.03498305808469582
105,0.001647635527526581,0.008157968425345594,-0.03499819489185026
106,0.0016229234646455307,0.00818558919187817,-0.035013106421747556
107,0.0015985820185775348,0.008212795500338098,-0.03502779602241545
108,0.0015746056315686758,0.008239593577400494,-0.03504226699225217
109,0.001550988829204455,0.008265989555958208,-0.035056522580758025
110,0.0015277262191597557,0.00829198947654165,-0.035070565989256175
111,0.0015048124899675298,0.00831759928871681,-0.03508440037160297
112,0.0014822424098061345,0.008342824852462015,-0.03509802883488799
113,0.0014600108253046587,0.008367671939523473,-0.03511145444012378
114,0.0014381126603664463,0.008392146234750198,-0.035124680202925536
115,0.0014165429150100545,0.008416253337408473,-0.03513770909418091
116,0.0013952966642277857,0.008439998762476227,-0.035150544040710024
117,0.0013743690568612816,0.008463387941917677,-0.03516318792591578
118,0.001353755314494031,0.00848642622593845,-0.035175643590424764
119,0.0013334507303604407,0.008509118884221576,-0.03518791383271868
120,0.0013134506682714135,0.008531471107144627,-0.035200001409756654
121,0.001293750561555906,0.008553488006978261,-0.03521190903758833
122,0.0012743459120184931,0.00857517461906649,-0.035223639391958064
123,0.0012552322889125128,0.008596535902988976,-0.03523519510890026
124,0.0012364053279286338,0.008617576743705571,-0.03524657878532598
125,0.0012178607301986358,0.00863830195268347,-0.03525779297960094
126,0.0011995942613140884,0.008658716269007124,-0.035268840212115085
127,0.0011816017503598012,0.00867882436047133,-0.03527972296584375
128,0.001163879088961774,0.008698630824657608,-0.035290443686900694
129,0.0011464222303493577,0.008718140189994237,-0.035301004785082905
130,0.0011292271884316301,0.008737356916800132,-0.03531140863440749
131,0.0011122900368874936,0.008756285398312878,-0.035321657573640676
132,0.0010956069082694942,0.008774929961701082,-0.035331753906819
133,0.0010791739931210436,0.00879329486906138,-0.03534169990376294
134,0.001062987539106947,0.008811384318400254,-0.03535149780058288
135,0.0010470438501569207,0.008829202444600923,-0.03536114980017774
136,0.0010313392856219582,0.008846753320375574,-0.03537065807272625
137,0.0010158702594433712,0.00886404095720312,-0.035380024756170976
138,0.0010006332393343287,0.008881069306252676,-0.035389251956695233
139,0.0009856247459735467,0.008897842259293066,-0.03539834174919304
140,0.000970841352211247,0.008914363649588496,-0.03540729617773211
141,0.0009562796822868335,0.008930637252780645,-0.035416117256010016
142,0.0009419364110585429,0.00894666678775735,-0.03542480696780368
143,0.0009278082632443627,0.008962455917508102,-0.035433367267412245
144,0.0009138920126745334,0.008978008249966656,-0.035441800080093344
145,0.0009001844815552633,0.00899332733884071,-0.035450107302493074
146,0.0008866825397433028,0.009008416684429156,-0.03545829080306956
147,0.0008733831040316467,0.009023279734426817,-0.03546635242251022
148,0.0008602831374457537,0.009037919884717098,-0.03547429397414302
149,0.0008473796485503574,0.009052340480152512,-0.035482117244341506
150,0.0008346696907667676,0.009066544815323466,-0.03548982399292402
151,0.0008221503617002998,0.009080536135315375,-0.03549741595354684
152,0.0008098188024778562,0.00909431763645428,-0.03550489483409175
153,0.0007976721970953516,0.009107892467041198,-0.03551226231704762
154,0.0007857077717750943,0.009121263728075379,-0.035519520059886615
155,0.0007739227943325697,0.00913443447396654,-0.035526669695434596
156,0.000762314573552926,0.009147407713236378,-0.03553371283223631
157,0.0007508804585766818,0.009160186409209459,-0.035540651054914905
158,0.0007396178382947172,0.009172773480693626,-0.03554748592452637
159,0.0007285241407522387,0.009185171802650108,-0.035554218978908564
160,0.000717596832561843,0.009197384206853532,-0.0355608517330252
161,0.0007068334183251862,0.009209413482541902,-0.03556738567930463
162,0.0006962314400634489,0.009221262377056779,-0.035573822287973685
163,0.0006857884766563368,0.009232933596473758,-0.03558016300738656
164,0.0006755021432894745,0.009244429806223411,-0.03558640926434883
165,0.0006653700909099768,0.009255753631702867,-0.03559256246443659
166,0.0006553900056903902,0.009266907658878104,-0.035598623992310986
167,0.000645559608500489,0.009277894434877155,-0.035604595212027995
168,0.0006358766543870978,0.00928871646857437,-0.03561047746734361
169,0.0006263389320616595,0.009299376231165783,-0.0356162720820145
170,0.0006169442633954765,0.009309876156735843,-0.035621980360094264
171,0.0006076905029225931,0.009320218642815565,-0.035627603586225166
172,0.0005985755373500243,0.00933040605093222,-0.03563314302592563
173,0.0005895972850754215,0.009340440707150725,-0.035638599925873406
174,0.0005807536957118949,0.009350324902606877,-0.03564397551418454
175,0.0005720427496200356,0.009360060894032525,-0.03564927100068817
176,0.0005634624574468648,0.009369650904272749,-0.035654487577197254
177,0.000555010859671763,0.009379097122795324,-0.03565962641777521
178,0.0005466860261591863,0.009388401706192378,-0.035664688678998614
179,0.0005384860557180785,0.009397566778674553,-0.03566967550021595
180,0.0005304090756678632,0.009406594432557659,-0.03567458800380254
181,0.0005224532414110506,0.009415486728741979,-0.03567942729541154
182,0.0005146167360120904,0.009424245697184341,-0.035684194464221324
183,0.0005068977697826437,0.009432873337363054,-0.035688890583179034
184,0.0004992945798730922,0.009441371618735782,-0.0356935167092405
185,0.0004918054298700823,0.009449742481190581,-0.03569807388360664
186,0.00048442860940013584,0.00945798783549002,-0.035702563131956154
187,0.00047716243373925723,0.00946610956370866,-0.03570698546467482
188,0.0004700052434283332,0.009474109519663883,-0.03571134187708127
189,0.00046295540389431185,0.009481989529340222,-0.035715633349649355
190,0.00045601130507705133,0.009489751391307285,-0.035719860848227175
191,0.0004491713610617831,0.009497396877131286,-0.035724025324252735
192,0.00044243400971707953,0.009504927731780495,-0.03572812771496634
193,0.000435797712338283,0.009512345674024378,-0.03573216894361972
194,0.0004292609532961432,0.009519652396826823,-0.03573614991968203
195,0.0004228222396909244,0.009526849567733375,-0.035740071539042566
196,0.0004164801010115173,0.009533938829252573,-0.03574393468421051
197,0.0004102330887998176,0.009540921799231552,-0.03574774022451142
198,0.0004040797763199693,0.00954780007122592,-0.03575148901628086
199,0.00039801875823270935,0.009554575214864068,-0.03575518190305484
200,0.0003920486502745348,0.0095612487762059,-0.03575881971575739
201,0.0003861680889416621,0.009567822278096124,-0.03576240327288517
202,0.0003803757311787449,0.00957429722051224,-0.03576593338068912
203,0.00037467025407228287,0.009580675080907123,-0.035769410833353305
204,0.00036905035454859784,0.00958695731454649,-0.03577283641317078
205,0.0003635147490763315,0.009593145354841208,-0.03577621089071676
206,0.0003580621733733883,0.009599240613674455,-0.0357795350250189
207,0.0003526913821183649,0.009605244481724026,-0.0357828095637248
208,0.00034740114866615003,0.009611158328779556,-0.03578603524326677
209,0.0003421902647679813,0.009616983504055031,-0.035789212789023805
