iter,err_x,err_y,err_z
0,0.008094063200049306,0.0009394917909425256,-0.031143806084282605
1,0.008013124424584905,0.00103023806289229,-0.031192043959021767
2,0.007932995284807053,0.0011200734427697383,-0.03123980387519008
3,0.007853667671081206,0.0012090071100655342,-0.031287090537647826
4,0.007775133555387502,0.0012970481513813682,-0.031333908605911995
5,0.007697384990486021,0.0013842055613584666,-0.03138026269455314
6,0.00762041410909104,0.0014704882435977922,-0.031426157373591064
7,0.007544213123054206,0.001555905011571993,-0.031471597168888685
8,0.007468774322556466,0.0016404645895292602,-0.03151658656254446
9,0.007394090075308729,0.0017241756133888535,-0.03156112999328302
10,0.007320152825761048,0.0018070466316286965,-0.031605231856843885
11,0.007246955094320279,0.0018890861061647726,-0.03164889650636831
12,0.007174489476576109,0.0019703024132225154,-0.03169212825278408
13,0.0071027486425353096,0.0020507038442001643,-0.031734931365188214
14,0.007031725335864189,0.0021302986065241977,-0.03177731007122748
15,0.006961412373138966,0.002209094824496809,-0.03181926855747673
16,0.0068918026431043404,0.002287100540135438,-0.031860810969814864
17,0.006822889105939604,0.0023643237140045584,-0.03190194141379849
18,0.006754664792532805,0.0024407722260395095,-0.031942663955033236
19,0.006687122803762375,0.0025164538763627026,-0.03198298261954254
20,0.006620256309786447,0.0025913763860919655,-0.03202290139413397
21,0.0065540585493396,0.0026655473981412495,-0.032062424226763114
22,0.006488522829037024,0.00273897447801371,-0.0321015550268948
23,0.006423642522685992,0.0028116651145871194,-0.03214029766586185
24,0.006359411070604595,0.0028836267208917927,-0.03217865597722113
25,0.006295821978947529,0.0029548666348809213,-0.032216633757107094
26,0.006232868819038988,0.0030253921201935205,-0.03225423476458256
27,0.006170545226712577,0.0030952103669098633,-0.03229146272198686
28,0.006108844901658064,0.0031643284922996426,-0.03232832131528146
29,0.006047761606774906,0.0032327535415627054,-0.03236481419439261
30,0.005987289167532661,0.0033004924885626052,-0.0324009449735516
31,0.00592742147133789,0.0033675522365528626,-0.032436717231632065
32,0.0058681524669077605,0.0034339396188961045,-0.032472134512484756
33,0.005809476163650077,0.0034996613997760224,-0.0325072003252695
34,0.005751386631049849,0.0035647242749023158,-0.03254191814478451
35,0.005693877998062088,0.003629134872208617,-0.032576291411792885
36,0.0056369444525110396,0.0036928997525433943,-0.03261032353334655
37,0.005580580240495539,0.0037560254103540113,-0.03264401788310734
38,0.005524779665800532,0.0038185182743639195,-0.03267737780166543
39,0.00546953708931472,0.0038803847082429996,-0.03271040659685508
40,0.005414846928454174,0.003941631011271237,-0.03274310754406771
41,0.005360703656591937,0.004002263418995629,-0.032775483886562214
42,0.005307101802493479,0.004062288103880543,-0.032807538835772636
43,0.005254035949757963,0.004121711175951396,-0.032839275571613195
44,0.005201500736265335,0.004180538683431905,-0.032870697242780605
45,0.005149490853629007,0.004238776613374823,-0.0329018069670538
46,0.00509800104665419,0.004296430892286262,-0.032932607831590945
47,0.0050470261128019,0.004353507386743686,-0.0329631028932239
48,0.004996560901658283,0.004410011904007596,-0.03299329517875006
49,0.004946600314409599,0.004465950192626985,-0.03302318768522153
50,0.004897139303322367,0.0045213279430385885,-0.03305278338023178
51,0.004848172871229054,0.0045761507881600366,-0.03308208520219971
52,0.0047996960710188705,0.0046304243039769,-0.03311109606065114
53,0.004751704005133859,0.004684154010123773,-0.03313981883649783
54,0.004704191825070132,0.004737345370459346,-0.0331682563823138
55,0.004657154730884197,0.0047900037936356105,-0.03319641152260938
56,0.0046105879707042914,0.004842134633661219,-0.03322428705410259
57,0.004564486840246855,0.004893743190459034,-0.03325188574598808
58,0.00451884668233772,0.004944834710417952,-0.03327921034020365
59,0.004473662886438384,0.004995414386939086,-0.0333062635516943
60,0.00442893088817699,0.005045487360976258,-0.03333304806867379
61,0.004384646168884183,0.005095058721570974,-0.03335956655288398
62,0.004340804255133576,0.005144133506381886,-0.03338582163985147
63,0.004297400718287084,0.0051927167022087625,-0.0334118159391422
64,0.004254431174044669,0.005240813245511076,-0.03343755203461344
